#                     Product Characteristics Data File
#                     =================================
#
#                     (C) Crown Copyright 2012
#
#
#     Boiler efficiency tests are subject to a degree of measurement uncertainty.
#     Consequently small differences in the efficiency values calculated from them
#     are not significant and should not be relied on when comparing boilers.
#     Statistical analysis suggests that if two boilers have SEDBUK values 3   
#     percentage points apart then there is 95% confidence that the boiler with the
#     higher value is more efficient.
#
#
#
# *** Please be aware that the revision numbers on the control lines may not always
# *** be 1 more than the last file you received. There may have been additional
# *** increments in between.
#
$001,322,2012,04,03
#
#
$191,292,15,2011,12,16
# Table 191 (Fuel prices) follows ...
#
BL,6,7,1,200,5,2011/Feb/07 09:00
BL,7,7,1,280,5,2011/Feb/07 09:00
BL,8,7,1,160,5,2011/Feb/07 09:00
BL,9,7,1,130,5,2011/Feb/07 09:00
BL,11,7,1,140,5,2011/Feb/07 09:00
BL,78,7,1,140,5,2011/Feb/24 08:50
BL,*,7,1,140,5,2011/Feb/24 14:21
BN,1,2,1,80,5,2011/Feb/07 09:00
BN,2,2,1,90,5,2011/Feb/07 09:00
BN,3,2,1,50,5,2011/Feb/07 09:00
BN,5,2,1,20,5,2011/Feb/07 09:00
BN,6,2,1,60,5,2011/Feb/07 09:00
BN,7,2,1,40,5,2011/Feb/07 09:00
BN,8,2,1,40,5,2011/Feb/07 09:00
BN,9,2,1,40,5,2011/Feb/07 09:00
BN,10,2,1,50,5,2011/Feb/07 09:00
BN,11,2,1,5,5,2011/Feb/07 09:00
BN,12,2,1,10,5,2011/Feb/07 09:00
BN,13,2,1,50,5,2011/Feb/07 09:00
BN,14,2,1,50,5,2011/Feb/07 09:00
BN,15,2,1,15,5,2011/Feb/07 09:00
BN,16,2,1,10,5,2011/Feb/07 09:00
BN,17,2,1,5,5,2011/Feb/07 09:00
BN,18,2,1,30,5,2011/Feb/07 09:00
BN,20,2,1,60,5,2011/Feb/07 09:00
BN,21,2,1,20,5,2011/Feb/07 09:00
BN,22,2,1,10,5,2011/Feb/07 09:00
BN,23,2,1,10,5,2011/Feb/07 09:00
BN,24,2,1,10,5,2011/Feb/07 09:00
BN,25,2,1,30,5,2011/Feb/07 09:00
BN,26,2,1,20,5,2011/Feb/07 09:00
BN,27,2,1,20,5,2011/Feb/07 09:00
BN,41,2,1,40,5,2011/Feb/07 09:00
BN,42,2,1,30,5,2011/Feb/07 09:00
BN,43,2,1,20,5,2011/Feb/07 09:00
BN,44,2,1,30,5,2011/Feb/07 09:00
BN,45,2,1,60,5,2011/Feb/07 09:00
BN,50,2,1,20,5,2011/Feb/07 09:00
BN,51,2,1,20,5,2011/Feb/07 09:00
BN,52,2,1,20,5,2011/Feb/07 09:00
BN,88,2,1,40,5,2011/Feb/07 09:00
BN,91,2,1,40,5,2011/Feb/24 08:50
BN,99,2,1,40,5,2011/Feb/07 09:00
BN,*,2,1,40,5,2011/Feb/24 14:21
BR,1,2,1,60,4,2011/Feb/07 09:00
BR,2,2,1,100,4,2011/Feb/07 09:00
BR,3,2,1,40,4,2011/Feb/07 09:00
BR,4,2,1,70,4,2011/Feb/07 09:00
BR,5,2,1,70,4,2011/Feb/07 09:00
BR,6,2,1,120,4,2011/Feb/07 09:00
BR,7,2,1,80,4,2011/Feb/07 09:00
BR,8,2,1,60,4,2011/Feb/07 09:00
BR,*,2,1,60,4,2011/Feb/24 14:21
BS,1,5,1,30,5.5,2011/Feb/07 09:00
BS,2,5,1,30,5.5,2011/Feb/07 09:00
BS,3,5,1,30,5.5,2011/Feb/07 09:00
BS,4,5,1,40,5.5,2011/Feb/07 09:00
BS,5,5,1,60,5.5,2011/Feb/07 09:00
BS,6,5,1,50,5.5,2011/Feb/07 09:00
BS,7,5,1,70,5.5,2011/Feb/07 09:00
BS,8,5,1,90,5.5,2011/Feb/07 09:00
BS,9,5,1,50,5.5,2011/Feb/07 09:00
BS,10,5,1,50,5.5,2011/Feb/07 09:00
BS,11,5,1,30,5.5,2011/Feb/07 09:00
BS,13,5,1,60,5.5,2011/Feb/07 09:00
BS,14,5,1,70,5.5,2011/Feb/07 09:00
BS,15,5,1,70,5.5,2011/Feb/07 09:00
BS,16,5,1,70,5.5,2011/Feb/07 09:00
BS,20,5,1,50,5.5,2011/Feb/07 09:00
BS,21,5,1,30,5.5,2011/Feb/07 09:00
BS,22,5,1,40,5.5,2011/Feb/07 09:00
BS,23,5,1,25,5.5,2011/Feb/07 09:00
BS,24,5,1,20,5.5,2011/Feb/07 09:00
BS,25,5,1,70,5.5,2011/Feb/07 09:00
BS,26,5,1,25,5.5,2011/Feb/07 09:00
BS,27,5,1,25,5.5,2011/Feb/07 09:00
BS,28,5,1,30,5.5,2011/Feb/07 09:00
BS,29,5,1,20,5.5,2011/Feb/07 09:00
BS,30,5,1,70,5.5,2011/Feb/07 09:00
BS,31,5,1,70,5.5,2011/Feb/07 09:00
BS,32,5,1,50,5.5,2011/Feb/07 09:00
BS,34,5,1,50,5.5,2011/Feb/07 09:00
BS,35,5,1,50,5.5,2011/Feb/07 09:00
BS,36,5,1,70,5.5,2011/Feb/07 09:00
BS,37,5,1,70,5.5,2011/Feb/07 09:00
BS,39,5,1,70,5.5,2011/Feb/07 09:00
BS,40,5,1,70,5.5,2011/Feb/07 09:00
BS,41,5,1,70,5.5,2011/Feb/07 09:00
BS,48,5,1,30,5.5,2011/Feb/07 09:00
BS,49,5,1,30,5.5,2011/Feb/07 09:00
BS,80,5,1,50,5.5,2011/Feb/24 08:50
BS,98,5,1,50,5.5,2011/Feb/07 09:00
BS,99,5,1,50,5.5,2011/Feb/07 09:00
BS,*,5,1,50,5.5,2011/Feb/24 14:21
BT,1,21,3,40,5.5,2011/Feb/07 09:00
BT,2,21,3,40,5.5,2011/Feb/07 09:00
BT,3,21,3,20,5.5,2011/Feb/07 09:00
BT,4,21,3,30,5.5,2011/Feb/07 09:00
BT,5,21,3,40,5.5,2011/Feb/07 09:00
BT,6,21,3,40,5.5,2011/Feb/07 09:00
BT,7,21,3,30,5.5,2011/Feb/07 09:00
BT,8,21,3,70,5.5,2011/Feb/07 09:00
BT,9,21,3,30,5.5,2011/Feb/07 09:00
